연번,호선,고유역번호(외부역코드),역명,수송연월,하차인원수
1,1,150,서울역(1),2022-01,1050145
2,1,151,시청(1),2022-01,508237
3,1,152,종각,2022-01,796150
4,1,153,종로3가(1),2022-01,601965
5,1,154,종로5가,2022-01,552920
6,1,155,동대문(1),2022-01,281274
7,1,156,신설동(1),2022-01,338965
8,1,157,제기동,2022-01,492913
9,1,158,청량리,2022-01,544757
10,1,159,동묘앞(1),2022-01,255518
11,2,201,시청(2),2022-01,504488
12,2,202,을지로입구,2022-01,952048
13,2,203,을지로3가(2),2022-01,524327
14,2,204,을지로4가(2),2022-01,303297
15,2,205,동대문역사문화공원(2),2022-01,356653
16,2,206,신당(2),2022-01,371778
17,2,207,상왕십리,2022-01,350972
18,2,208,왕십리(2),2022-01,346966
19,2,209,한양대,2022-01,170492
20,2,210,뚝섬,2022-01,576861
21,2,211,성수,2022-01,984953
22,2,212,건대입구(2),2022-01,1016924
23,2,213,구의,2022-01,595740
24,2,214,강변,2022-01,783866
25,2,215,잠실나루,2022-01,337170
26,2,216,잠실(2),2022-01,1818865
27,2,217,잠실새내,2022-01,550080
28,2,218,종합운동장(2),2022-01,207320
29,2,219,삼성,2022-01,1273126
30,2,220,선릉,2022-01,1163713
31,2,221,역삼,2022-01,1352638
32,2,222,강남,2022-01,2149571
33,2,223,교대(2),2022-01,902146
34,2,224,서초,2022-01,502350
35,2,225,방배,2022-01,416331
36,2,226,사당(2),2022-01,1032181
37,2,227,낙성대,2022-01,677609
38,2,228,서울대입구,2022-01,1205414
39,2,229,봉천,2022-01,568513
40,2,230,신림,2022-01,1609570
41,2,231,신대방,2022-01,664763
42,2,232,구로디지털단지,2022-01,1457395
43,2,233,대림(2),2022-01,638186
44,2,234,신도림,2022-01,1215029
45,2,235,문래,2022-01,527164
46,2,236,영등포구청(2),2022-01,572004
47,2,237,당산,2022-01,517697
48,2,238,합정(2),2022-01,859535
49,2,239,홍대입구,2022-01,1589013
50,2,240,신촌,2022-01,870854
51,2,241,이대,2022-01,338601
52,2,242,아현,2022-01,245880
53,2,243,충정로(2),2022-01,250860
54,2,244,용답,2022-01,74682
55,2,245,신답,2022-01,48257
56,2,246,신설동(2),2022-01,101233
57,2,247,도림천,2022-01,36168
58,2,248,양천구청,2022-01,182442
59,2,249,신정네거리,2022-01,272239
60,2,250,용두,2022-01,65638
61,3,309,지축,2022-01,109941
62,3,310,구파발,2022-01,503574
63,3,311,연신내(3),2022-01,899611
64,3,312,불광(3),2022-01,451915
65,3,313,녹번,2022-01,352932
66,3,314,홍제,2022-01,417966
67,3,315,무악재,2022-01,101530
68,3,316,독립문,2022-01,179555
69,3,317,경복궁,2022-01,487013
70,3,318,안국,2022-01,514732
71,3,319,종로3가(3),2022-01,289868
72,3,320,을지로3가(3),2022-01,253470
73,3,322,동대입구,2022-01,202457
74,3,323,약수(3),2022-01,315200
75,3,324,금호,2022-01,196360
76,3,325,옥수,2022-01,242273
77,3,326,압구정,2022-01,887756
78,3,327,신사,2022-01,850248
79,3,328,잠원,2022-01,117831
80,3,329,고속터미널(3),2022-01,1181815
81,3,330,교대(3),2022-01,215988
82,3,331,남부터미널,2022-01,756252
83,3,332,양재,2022-01,1009461
84,3,333,매봉,2022-01,290192
85,3,334,도곡,2022-01,133829
86,3,335,대치,2022-01,298642
87,3,336,학여울,2022-01,48960
88,3,337,대청,2022-01,231441
89,3,338,일원,2022-01,235542
90,3,339,수서,2022-01,455512
91,3,340,가락시장(3),2022-01,224663
92,3,341,경찰병원,2022-01,182696
93,3,342,오금(3),2022-01,139179
94,4,409,당고개,2022-01,306225
95,4,410,상계,2022-01,455333
96,4,411,노원(4),2022-01,552401
97,4,412,창동,2022-01,705283
98,4,413,쌍문,2022-01,689609
99,4,414,수유,2022-01,872885
100,4,415,미아,2022-01,361243
101,4,416,미아사거리,2022-01,688805
102,4,417,길음,2022-01,498395
103,4,418,성신여대입구,2022-01,501104
104,4,419,한성대입구,2022-01,324955
105,4,420,혜화,2022-01,853710
106,4,421,동대문(4),2022-01,467288
107,4,422,동대문역사문화공원(4),2022-01,347051
108,4,423,충무로(4),2022-01,616151
109,4,424,명동,2022-01,485661
110,4,425,회현,2022-01,620848
111,4,426,서울역(4),2022-01,418726
112,4,427,숙대입구,2022-01,309018
113,4,428,삼각지(4),2022-01,140896
114,4,429,신용산,2022-01,434689
115,4,430,이촌,2022-01,216938
116,4,431,동작,2022-01,56311
117,4,432,이수(총신대입구),2022-01,525128
118,4,433,사당(4),2022-01,543708
119,4,434,남태령,2022-01,26136
120,5,2511,방화,2022-01,164770
121,5,2512,개화산,2022-01,136797
122,5,2513,김포공항(5),2022-01,213699
123,5,2514,송정,2022-01,160854
124,5,2515,마곡,2022-01,259550
125,5,2516,발산,2022-01,515061
126,5,2517,우장산,2022-01,359430
127,5,2518,화곡,2022-01,676917
128,5,2519,까치산(5),2022-01,718858
129,5,2520,신정,2022-01,288096
130,5,2521,목동,2022-01,453101
131,5,2522,오목교,2022-01,597351
132,5,2523,양평(5),2022-01,185417
133,5,2524,영등포구청(5),2022-01,102469
134,5,2525,영등포시장,2022-01,269277
135,5,2526,신길(5),2022-01,112251
136,5,2527,여의도(5),2022-01,700945
137,5,2528,여의나루,2022-01,252209
138,5,2529,마포,2022-01,356675
139,5,2530,공덕(5),2022-01,349980
140,5,2531,애오개,2022-01,166152
141,5,2532,충정로(5),2022-01,112256
142,5,2533,서대문,2022-01,442101
143,5,2534,광화문,2022-01,727329
144,5,2535,종로3가(5),2022-01,329627
145,5,2536,을지로4가(5),2022-01,148631
146,5,2537,동대문역사문화공원(5),2022-01,81909
147,5,2538,청구(5),2022-01,91799
148,5,2539,신금호,2022-01,164434
149,5,2540,행당,2022-01,185146
150,5,2541,왕십리(5),2022-01,137199
151,5,2542,마장,2022-01,142024
152,5,2543,답십리,2022-01,389303
153,5,2544,장한평,2022-01,465681
154,5,2545,군자(5),2022-01,319219
155,5,2546,아차산,2022-01,373954
156,5,2547,광나루,2022-01,309642
157,5,2548,천호(5),2022-01,479514
158,5,2549,강동,2022-01,453658
159,5,2550,길동,2022-01,220002
160,5,2551,굽은다리,2022-01,236168
161,5,2552,명일,2022-01,228358
162,5,2553,고덕,2022-01,236401
163,5,2554,상일동,2022-01,358965
164,5,2555,둔촌동,2022-01,223167
165,5,2556,올림픽공원(5),2022-01,92674
166,5,2557,방이,2022-01,190890
167,5,2558,오금(5),2022-01,90348
168,5,2559,개롱,2022-01,168210
169,5,2560,거여,2022-01,220320
170,5,2561,마천,2022-01,175071
171,5,2562,강일,2022-01,97714
172,5,2563,미사,2022-01,413435
173,5,2564,하남풍산,2022-01,108695
174,5,2565,하남시청,2022-01,165135
175,5,2566,하남검단산,2022-01,149121
176,6,2611,응암,2022-01,449325
177,6,2612,역촌,2022-01,114780
178,6,2613,불광(6),2022-01,109201
179,6,2614,독바위,2022-01,75841
180,6,2616,구산,2022-01,146016
181,6,2617,새절,2022-01,301603
182,6,2618,증산,2022-01,259603
183,6,2619,디지털미디어시티(6),2022-01,363111
184,6,2620,월드컵경기장,2022-01,110714
185,6,2621,마포구청,2022-01,330193
186,6,2622,망원,2022-01,415890
187,6,2623,합정(6),2022-01,336297
188,6,2624,상수,2022-01,253595
189,6,2625,광흥창,2022-01,216780
190,6,2626,대흥,2022-01,203063
191,6,2627,공덕(6),2022-01,425653
192,6,2628,효창공원앞,2022-01,157622
193,6,2629,삼각지(6),2022-01,141142
194,6,2630,녹사평,2022-01,126877
195,6,2631,이태원,2022-01,279597
196,6,2632,한강진,2022-01,274220
197,6,2633,버티고개,2022-01,53540
198,6,2634,약수(6),2022-01,90573
199,6,2635,청구(6),2022-01,97280
200,6,2636,신당(6),2022-01,214462
201,6,2637,동묘앞(6),2022-01,211482
202,6,2638,창신,2022-01,71440
203,6,2639,보문,2022-01,169333
204,6,2640,안암,2022-01,240127
205,6,2641,고려대,2022-01,185201
206,6,2642,월곡,2022-01,285837
207,6,2643,상월곡,2022-01,140368
208,6,2644,돌곶이,2022-01,222534
209,6,2645,석계(6),2022-01,319028
210,6,2646,태릉입구(6),2022-01,151593
211,6,2647,화랑대,2022-01,228347
212,6,2648,봉화산,2022-01,213604
213,7,2711,장암,2022-01,24687
214,7,2712,도봉산(7),2022-01,272831
215,7,2713,수락산,2022-01,323034
216,7,2714,마들,2022-01,312041
217,7,2715,노원(7),2022-01,531219
218,7,2716,중계,2022-01,321010
219,7,2717,하계,2022-01,418172
220,7,2718,공릉,2022-01,296534
221,7,2719,태릉입구(7),2022-01,204138
222,7,2720,먹골,2022-01,258366
223,7,2721,중화,2022-01,270544
224,7,2722,상봉(7),2022-01,415846
225,7,2723,면목,2022-01,385088
226,7,2724,사가정,2022-01,412663
227,7,2725,용마산,2022-01,154214
228,7,2726,중곡,2022-01,258588
229,7,2727,군자(7),2022-01,309574
230,7,2728,어린이대공원,2022-01,309880
231,7,2729,건대입구(7),2022-01,341520
232,7,2730,뚝섬유원지,2022-01,186658
233,7,2731,청담,2022-01,516752
234,7,2732,강남구청,2022-01,437211
235,7,2733,학동,2022-01,605100
236,7,2734,논현,2022-01,536648
237,7,2735,반포,2022-01,141710
238,7,2736,고속터미널(7),2022-01,351333
239,7,2737,내방,2022-01,363854
240,7,2738,이수(7),2022-01,393371
241,7,2739,남성,2022-01,261691
242,7,2740,숭실대입구,2022-01,298333
243,7,2741,상도,2022-01,261811
244,7,2742,장승배기,2022-01,228831
245,7,2743,신대방삼거리,2022-01,405160
246,7,2744,보라매,2022-01,240301
247,7,2745,신풍,2022-01,284990
248,7,2746,대림(7),2022-01,226286
249,7,2747,남구로,2022-01,411168
250,7,2748,가산디지털단지(7),2022-01,1047650
251,7,2749,철산,2022-01,546684
252,7,2750,광명사거리,2022-01,576190
253,7,2751,천왕,2022-01,270701
254,7,2752,온수(7),2022-01,231840
255,8,2811,암사,2022-01,433625
256,8,2812,천호(8),2022-01,453026
257,8,2813,강동구청,2022-01,274227
258,8,2814,몽촌토성,2022-01,158033
259,8,2815,잠실(8),2022-01,454381
260,8,2816,석촌(8),2022-01,237439
261,8,2817,송파,2022-01,192614
262,8,2818,가락시장(8),2022-01,222530
263,8,2819,문정,2022-01,544591
264,8,2820,장지,2022-01,428675
265,8,2821,복정(8),2022-01,202364
266,8,2822,산성,2022-01,137519
267,8,2823,남한산성입구,2022-01,312081
268,8,2824,단대오거리,2022-01,262600
269,8,2825,신흥,2022-01,121922
270,8,2826,수진,2022-01,127612
271,8,2827,모란(8),2022-01,99865
272,8,2828,남위례,2022-01,104846
273,9,4126,언주,2022-01,45872
274,9,4127,선정릉,2022-01,40652
275,9,4128,삼성중앙,2022-01,30963
276,9,4129,봉은사,2022-01,74610
277,9,4130,종합운동장(9),2022-01,16683
278,9,4131,삼전,2022-01,42627
279,9,4132,석촌고분,2022-01,34831
280,9,4133,석촌(9),2022-01,43540
281,9,4134,송파나루,2022-01,37979
282,9,4135,한성백제,2022-01,19822
283,9,4136,올림픽공원(9),2022-01,34406
284,9,4137,둔촌오륜,2022-01,8098
285,9,4138,중앙보훈병원,2022-01,48370
286,1,150,서울역(1),2022-02,860796
287,1,151,시청(1),2022-02,440144
288,1,152,종각,2022-02,656218
289,1,153,종로3가(1),2022-02,510518
290,1,154,종로5가,2022-02,471706
291,1,155,동대문(1),2022-02,238236
292,1,156,신설동(1),2022-02,295113
293,1,157,제기동,2022-02,372954
294,1,158,청량리,2022-02,441801
295,1,159,동묘앞(1),2022-02,215082
296,2,201,시청(2),2022-02,430487
297,2,202,을지로입구,2022-02,777615
298,2,203,을지로3가(2),2022-02,429759
299,2,204,을지로4가(2),2022-02,255759
300,2,205,동대문역사문화공원(2),2022-02,301202
301,2,206,신당(2),2022-02,320347
302,2,207,상왕십리,2022-02,301970
303,2,208,왕십리(2),2022-02,297295
304,2,209,한양대,2022-02,154756
305,2,210,뚝섬,2022-02,490712
306,2,211,성수,2022-02,838423
307,2,212,건대입구(2),2022-02,851104
308,2,213,구의,2022-02,514018
309,2,214,강변,2022-02,638923
310,2,215,잠실나루,2022-02,285017
311,2,216,잠실(2),2022-02,1477610
312,2,217,잠실새내,2022-02,464873
313,2,218,종합운동장(2),2022-02,173400
314,2,219,삼성,2022-02,1059088
315,2,220,선릉,2022-02,975950
316,2,221,역삼,2022-02,1120207
317,2,222,강남,2022-02,1776051
318,2,223,교대(2),2022-02,762388
319,2,224,서초,2022-02,424874
320,2,225,방배,2022-02,350208
321,2,226,사당(2),2022-02,874715
322,2,227,낙성대,2022-02,586050
323,2,228,서울대입구,2022-02,1040368
324,2,229,봉천,2022-02,494273
325,2,230,신림,2022-02,1400344
326,2,231,신대방,2022-02,577219
327,2,232,구로디지털단지,2022-02,1234711
328,2,233,대림(2),2022-02,543741
329,2,234,신도림,2022-02,1040056
330,2,235,문래,2022-02,449118
331,2,236,영등포구청(2),2022-02,489372
332,2,237,당산,2022-02,440238
333,2,238,합정(2),2022-02,725253
334,2,239,홍대입구,2022-02,1334659
335,2,240,신촌,2022-02,745080
336,2,241,이대,2022-02,295673
337,2,242,아현,2022-02,212103
338,2,243,충정로(2),2022-02,218550
339,2,244,용답,2022-02,64776
340,2,245,신답,2022-02,40695
341,2,246,신설동(2),2022-02,86099
342,2,247,도림천,2022-02,30681
343,2,248,양천구청,2022-02,154105
344,2,249,신정네거리,2022-02,229866
345,2,250,용두,2022-02,53777
346,3,309,지축,2022-02,93849
347,3,310,구파발,2022-02,430677
348,3,311,연신내(3),2022-02,776006
349,3,312,불광(3),2022-02,390920
350,3,313,녹번,2022-02,299983
351,3,314,홍제,2022-02,364734
352,3,315,무악재,2022-02,87910
353,3,316,독립문,2022-02,159347
354,3,317,경복궁,2022-02,422049
355,3,318,안국,2022-02,431055
356,3,319,종로3가(3),2022-02,250303
357,3,320,을지로3가(3),2022-02,209178
358,3,322,동대입구,2022-02,181003
359,3,323,약수(3),2022-02,270419
360,3,324,금호,2022-02,167206
361,3,325,옥수,2022-02,204488
362,3,326,압구정,2022-02,744003
363,3,327,신사,2022-02,716252
364,3,328,잠원,2022-02,99607
365,3,329,고속터미널(3),2022-02,930741
366,3,330,교대(3),2022-02,181697
367,3,331,남부터미널,2022-02,631554
368,3,332,양재,2022-02,846593
369,3,333,매봉,2022-02,242407
370,3,334,도곡,2022-02,114211
371,3,335,대치,2022-02,250275
372,3,336,학여울,2022-02,50901
373,3,337,대청,2022-02,198555
374,3,338,일원,2022-02,201849
375,3,339,수서,2022-02,384416
376,3,340,가락시장(3),2022-02,182340
377,3,341,경찰병원,2022-02,153691
378,3,342,오금(3),2022-02,119355
379,4,409,당고개,2022-02,265551
380,4,410,상계,2022-02,389833
381,4,411,노원(4),2022-02,470285
382,4,412,창동,2022-02,603989
383,4,413,쌍문,2022-02,594031
384,4,414,수유,2022-02,757705
385,4,415,미아,2022-02,317296
386,4,416,미아사거리,2022-02,592058
387,4,417,길음,2022-02,427937
388,4,418,성신여대입구,2022-02,430148
389,4,419,한성대입구,2022-02,284339
390,4,420,혜화,2022-02,715934
391,4,421,동대문(4),2022-02,400956
392,4,422,동대문역사문화공원(4),2022-02,292139
393,4,423,충무로(4),2022-02,531067
394,4,424,명동,2022-02,388747
395,4,425,회현,2022-02,498483
396,4,426,서울역(4),2022-02,338008
397,4,427,숙대입구,2022-02,267117
398,4,428,삼각지(4),2022-02,118690
399,4,429,신용산,2022-02,353407
400,4,430,이촌,2022-02,183300
401,4,431,동작,2022-02,52087
402,4,432,이수(총신대입구),2022-02,444404
403,4,433,사당(4),2022-02,460391
404,4,434,남태령,2022-02,22225
405,5,2511,방화,2022-02,140197
406,5,2512,개화산,2022-02,119563
407,5,2513,김포공항(5),2022-02,182769
408,5,2514,송정,2022-02,140896
409,5,2515,마곡,2022-02,221023
410,5,2516,발산,2022-02,440514
411,5,2517,우장산,2022-02,305561
412,5,2518,화곡,2022-02,585694
413,5,2519,까치산(5),2022-02,623687
414,5,2520,신정,2022-02,250824
415,5,2521,목동,2022-02,385215
416,5,2522,오목교,2022-02,503517
417,5,2523,양평(5),2022-02,155814
418,5,2524,영등포구청(5),2022-02,87362
419,5,2525,영등포시장,2022-02,232020
420,5,2526,신길(5),2022-02,97421
421,5,2527,여의도(5),2022-02,578047
422,5,2528,여의나루,2022-02,218948
423,5,2529,마포,2022-02,300274
424,5,2530,공덕(5),2022-02,290163
425,5,2531,애오개,2022-02,142743
426,5,2532,충정로(5),2022-02,94907
427,5,2533,서대문,2022-02,365114
428,5,2534,광화문,2022-02,592635
429,5,2535,종로3가(5),2022-02,273149
430,5,2536,을지로4가(5),2022-02,122185
431,5,2537,동대문역사문화공원(5),2022-02,65793
432,5,2538,청구(5),2022-02,79445
433,5,2539,신금호,2022-02,143337
434,5,2540,행당,2022-02,157635
435,5,2541,왕십리(5),2022-02,116290
436,5,2542,마장,2022-02,113136
437,5,2543,답십리,2022-02,333161
438,5,2544,장한평,2022-02,401137
439,5,2545,군자(5),2022-02,273182
440,5,2546,아차산,2022-02,322995
441,5,2547,광나루,2022-02,265332
442,5,2548,천호(5),2022-02,405858
443,5,2549,강동,2022-02,392341
444,5,2550,길동,2022-02,186998
445,5,2551,굽은다리,2022-02,200707
446,5,2552,명일,2022-02,194390
447,5,2553,고덕,2022-02,201021
448,5,2554,상일동,2022-02,300631
449,5,2555,둔촌동,2022-02,190787
450,5,2556,올림픽공원(5),2022-02,77513
451,5,2557,방이,2022-02,161264
452,5,2558,오금(5),2022-02,76027
453,5,2559,개롱,2022-02,144811
454,5,2560,거여,2022-02,193790
455,5,2561,마천,2022-02,151982
456,5,2562,강일,2022-02,84370
457,5,2563,미사,2022-02,349904
458,5,2564,하남풍산,2022-02,91285
459,5,2565,하남시청,2022-02,142662
460,5,2566,하남검단산,2022-02,127954
461,6,2611,응암,2022-02,388101
462,6,2612,역촌,2022-02,101441
463,6,2613,불광(6),2022-02,94213
464,6,2614,독바위,2022-02,64932
465,6,2616,구산,2022-02,127746
466,6,2617,새절,2022-02,260179
467,6,2618,증산,2022-02,223567
468,6,2619,디지털미디어시티(6),2022-02,306134
469,6,2620,월드컵경기장,2022-02,97998
470,6,2621,마포구청,2022-02,286314
471,6,2622,망원,2022-02,346966
472,6,2623,합정(6),2022-02,284537
473,6,2624,상수,2022-02,216936
474,6,2625,광흥창,2022-02,184453
475,6,2626,대흥,2022-02,177080
476,6,2627,공덕(6),2022-02,360597
477,6,2628,효창공원앞,2022-02,136004
478,6,2629,삼각지(6),2022-02,116391
479,6,2630,녹사평,2022-02,106976
480,6,2631,이태원,2022-02,237266
481,6,2632,한강진,2022-02,217268
482,6,2633,버티고개,2022-02,45805
483,6,2634,약수(6),2022-02,77734
484,6,2635,청구(6),2022-02,85542
485,6,2636,신당(6),2022-02,184286
486,6,2637,동묘앞(6),2022-02,184831
487,6,2638,창신,2022-02,60016
488,6,2639,보문,2022-02,149617
489,6,2640,안암,2022-02,215127
490,6,2641,고려대,2022-02,168651
491,6,2642,월곡,2022-02,245476
492,6,2643,상월곡,2022-02,120788
493,6,2644,돌곶이,2022-02,192072
494,6,2645,석계(6),2022-02,277135
495,6,2646,태릉입구(6),2022-02,130673
496,6,2647,화랑대,2022-02,197476
497,6,2648,봉화산,2022-02,182130
498,7,2711,장암,2022-02,21504
499,7,2712,도봉산(7),2022-02,235932
500,7,2713,수락산,2022-02,277991
501,7,2714,마들,2022-02,269204
502,7,2715,노원(7),2022-02,455431
503,7,2716,중계,2022-02,276007
504,7,2717,하계,2022-02,357550
505,7,2718,공릉,2022-02,263981
506,7,2719,태릉입구(7),2022-02,178146
507,7,2720,먹골,2022-02,225006
508,7,2721,중화,2022-02,235011
509,7,2722,상봉(7),2022-02,353711
510,7,2723,면목,2022-02,333616
511,7,2724,사가정,2022-02,357308
512,7,2725,용마산,2022-02,133573
513,7,2726,중곡,2022-02,223959
514,7,2727,군자(7),2022-02,268301
515,7,2728,어린이대공원,2022-02,277433
516,7,2729,건대입구(7),2022-02,286218
517,7,2730,뚝섬유원지,2022-02,164320
518,7,2731,청담,2022-02,442304
519,7,2732,강남구청,2022-02,375360
520,7,2733,학동,2022-02,511361
521,7,2734,논현,2022-02,454229
522,7,2735,반포,2022-02,120684
523,7,2736,고속터미널(7),2022-02,288628
524,7,2737,내방,2022-02,308945
525,7,2738,이수(7),2022-02,336092
526,7,2739,남성,2022-02,227842
527,7,2740,숭실대입구,2022-02,257721
528,7,2741,상도,2022-02,224353
529,7,2742,장승배기,2022-02,199409
530,7,2743,신대방삼거리,2022-02,350300
531,7,2744,보라매,2022-02,206285
532,7,2745,신풍,2022-02,245519
533,7,2746,대림(7),2022-02,184911
534,7,2747,남구로,2022-02,350956
535,7,2748,가산디지털단지(7),2022-02,878386
536,7,2749,철산,2022-02,457858
537,7,2750,광명사거리,2022-02,484584
538,7,2751,천왕,2022-02,229551
539,7,2752,온수(7),2022-02,199122
540,8,2811,암사,2022-02,367140
541,8,2812,천호(8),2022-02,383927
542,8,2813,강동구청,2022-02,232965
543,8,2814,몽촌토성,2022-02,134081
544,8,2815,잠실(8),2022-02,370861
545,8,2816,석촌(8),2022-02,200861
546,8,2817,송파,2022-02,164651
547,8,2818,가락시장(8),2022-02,179229
548,8,2819,문정,2022-02,458992
549,8,2820,장지,2022-02,361713
550,8,2821,복정(8),2022-02,172456
551,8,2822,산성,2022-02,116044
552,8,2823,남한산성입구,2022-02,267959
553,8,2824,단대오거리,2022-02,225369
554,8,2825,신흥,2022-02,105592
555,8,2826,수진,2022-02,110245
556,8,2827,모란(8),2022-02,83701
557,8,2828,남위례,2022-02,95066
558,9,4126,언주,2022-02,38833
559,9,4127,선정릉,2022-02,34655
560,9,4128,삼성중앙,2022-02,26940
561,9,4129,봉은사,2022-02,63552
562,9,4130,종합운동장(9),2022-02,14534
563,9,4131,삼전,2022-02,37848
564,9,4132,석촌고분,2022-02,30717
565,9,4133,석촌(9),2022-02,38256
566,9,4134,송파나루,2022-02,33290
567,9,4135,한성백제,2022-02,17351
568,9,4136,올림픽공원(9),2022-02,28893
569,9,4137,둔촌오륜,2022-02,7458
570,9,4138,중앙보훈병원,2022-02,42486
571,1,150,서울역(1),2022-03,954476
572,1,151,시청(1),2022-03,506303
573,1,152,종각,2022-03,736862
574,1,153,종로3가(1),2022-03,568693
575,1,154,종로5가,2022-03,546946
576,1,155,동대문(1),2022-03,274331
577,1,156,신설동(1),2022-03,336238
578,1,157,제기동,2022-03,442927
579,1,158,청량리,2022-03,511722
580,1,159,동묘앞(1),2022-03,252935
581,2,201,시청(2),2022-03,477591
582,2,202,을지로입구,2022-03,878261
583,2,203,을지로3가(2),2022-03,486250
584,2,204,을지로4가(2),2022-03,296395
585,2,205,동대문역사문화공원(2),2022-03,363742
586,2,206,신당(2),2022-03,358846
587,2,207,상왕십리,2022-03,338194
588,2,208,왕십리(2),2022-03,348240
589,2,209,한양대,2022-03,364526
590,2,210,뚝섬,2022-03,551470
591,2,211,성수,2022-03,946293
592,2,212,건대입구(2),2022-03,985481
593,2,213,구의,2022-03,574046
594,2,214,강변,2022-03,699213
595,2,215,잠실나루,2022-03,321446
596,2,216,잠실(2),2022-03,1612184
597,2,217,잠실새내,2022-03,516682
598,2,218,종합운동장(2),2022-03,252564
599,2,219,삼성,2022-03,1158528
600,2,220,선릉,2022-03,1101877
601,2,221,역삼,2022-03,1235894
602,2,222,강남,2022-03,1927331
603,2,223,교대(2),2022-03,864723
604,2,224,서초,2022-03,473278
605,2,225,방배,2022-03,459718
606,2,226,사당(2),2022-03,991362
607,2,227,낙성대,2022-03,671955
608,2,228,서울대입구,2022-03,1194557
609,2,229,봉천,2022-03,547911
610,2,230,신림,2022-03,1555097
611,2,231,신대방,2022-03,648224
612,2,232,구로디지털단지,2022-03,1375610
613,2,233,대림(2),2022-03,612935
614,2,234,신도림,2022-03,1172064
615,2,235,문래,2022-03,516426
616,2,236,영등포구청(2),2022-03,547992
617,2,237,당산,2022-03,512823
618,2,238,합정(2),2022-03,814320
619,2,239,홍대입구,2022-03,1499018
620,2,240,신촌,2022-03,849484
621,2,241,이대,2022-03,367979
622,2,242,아현,2022-03,249071
623,2,243,충정로(2),2022-03,246686
624,2,244,용답,2022-03,91807
625,2,245,신답,2022-03,46071
626,2,246,신설동(2),2022-03,95249
627,2,247,도림천,2022-03,35946
628,2,248,양천구청,2022-03,172505
629,2,249,신정네거리,2022-03,258055
630,2,250,용두,2022-03,61927
631,3,309,지축,2022-03,111533
632,3,310,구파발,2022-03,491319
633,3,311,연신내(3),2022-03,876936
634,3,312,불광(3),2022-03,439137
635,3,313,녹번,2022-03,342684
636,3,314,홍제,2022-03,418558
637,3,315,무악재,2022-03,98364
638,3,316,독립문,2022-03,186935
639,3,317,경복궁,2022-03,499359
640,3,318,안국,2022-03,504806
641,3,319,종로3가(3),2022-03,276931
642,3,320,을지로3가(3),2022-03,234648
643,3,322,동대입구,2022-03,232599
644,3,323,약수(3),2022-03,308905
645,3,324,금호,2022-03,184126
646,3,325,옥수,2022-03,229228
647,3,326,압구정,2022-03,798880
648,3,327,신사,2022-03,778056
649,3,328,잠원,2022-03,113107
650,3,329,고속터미널(3),2022-03,1007250
651,3,330,교대(3),2022-03,209512
652,3,331,남부터미널,2022-03,695395
653,3,332,양재,2022-03,948860
654,3,333,매봉,2022-03,266997
655,3,334,도곡,2022-03,129258
656,3,335,대치,2022-03,271810
657,3,336,학여울,2022-03,66051
658,3,337,대청,2022-03,222857
659,3,338,일원,2022-03,229971
660,3,339,수서,2022-03,428944
661,3,340,가락시장(3),2022-03,208922
662,3,341,경찰병원,2022-03,170011
663,3,342,오금(3),2022-03,135008
664,4,409,당고개,2022-03,273822
665,4,410,상계,2022-03,448361
666,4,411,노원(4),2022-03,537473
667,4,412,창동,2022-03,686912
668,4,413,쌍문,2022-03,671116
669,4,414,수유,2022-03,858304
670,4,415,미아,2022-03,373239
671,4,416,미아사거리,2022-03,669348
672,4,417,길음,2022-03,504545
673,4,418,성신여대입구,2022-03,510742
674,4,419,한성대입구,2022-03,339013
675,4,420,혜화,2022-03,810776
676,4,421,동대문(4),2022-03,484222
677,4,422,동대문역사문화공원(4),2022-03,339455
678,4,423,충무로(4),2022-03,659434
679,4,424,명동,2022-03,472688
680,4,425,회현,2022-03,594116
681,4,426,서울역(4),2022-03,367739
682,4,427,숙대입구,2022-03,332737
683,4,428,삼각지(4),2022-03,135989
684,4,429,신용산,2022-03,390322
685,4,430,이촌,2022-03,196959
686,4,431,동작,2022-03,63238
687,4,432,이수(총신대입구),2022-03,504334
688,4,433,사당(4),2022-03,527067
689,4,434,남태령,2022-03,25453
690,5,2511,방화,2022-03,159279
691,5,2512,개화산,2022-03,134864
692,5,2513,김포공항(5),2022-03,185558
693,5,2514,송정,2022-03,157113
694,5,2515,마곡,2022-03,249558
695,5,2516,발산,2022-03,505203
696,5,2517,우장산,2022-03,351173
697,5,2518,화곡,2022-03,659921
698,5,2519,까치산(5),2022-03,693978
699,5,2520,신정,2022-03,280372
700,5,2521,목동,2022-03,430177
701,5,2522,오목교,2022-03,554037
702,5,2523,양평(5),2022-03,173370
703,5,2524,영등포구청(5),2022-03,99953
704,5,2525,영등포시장,2022-03,256566
705,5,2526,신길(5),2022-03,108035
706,5,2527,여의도(5),2022-03,653276
707,5,2528,여의나루,2022-03,297448
708,5,2529,마포,2022-03,335660
709,5,2530,공덕(5),2022-03,329740
710,5,2531,애오개,2022-03,159740
711,5,2532,충정로(5),2022-03,108344
712,5,2533,서대문,2022-03,423634
713,5,2534,광화문,2022-03,691076
714,5,2535,종로3가(5),2022-03,307657
715,5,2536,을지로4가(5),2022-03,142773
716,5,2537,동대문역사문화공원(5),2022-03,74475
717,5,2538,청구(5),2022-03,89569
718,5,2539,신금호,2022-03,163349
